hh_id,location_urban,location_rural,hh_size1,hh_size2,hh_size3,hh_size4,m_0_to_30,f_0_to_30,m_30_to_60,f_30_to_60,m_gt_60,f_gt_60,edu_non,edu_low,edu_middle,edu_high
d87_hh188,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,0
d4_hh147,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,0
d134_hh161,0,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0
d160_hh86,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0
d166_hh38,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
d97_hh59,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
d196_hh86,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d182_hh191,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0
d155_hh105,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d104_hh212,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
d16_hh124,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d105_hh119,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0
d80_hh173,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0
d151_hh64,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d179_hh88,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2,0
d188_hh20,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0
d179_hh87,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0
d195_hh36,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
d199_hh12,0,1,0,1,0,0,0,1,1,0,0,0,0,0,2,0
d176_hh15,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
d58_hh176,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2,0
d106_hh24,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d58_hh121,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d202_hh12,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0
d24_hh128,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0
d31_hh199,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0
d45_hh145,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0
d135_hh103,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1
d189_hh10,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
d57_hh29,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d122_hh46,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0
d55_hh65,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0
d92_hh124,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d32_hh69,0,1,0,0,0,4,0,0,0,2,1,1,2,1,1,0
d138_hh53,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d179_hh56,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0
d144_hh20,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d160_hh97,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2,0
d77_hh29,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0
d215_hh150,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0
d163_hh273,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d207_hh27,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0
d7_hh175,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d49_hh141,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0
d168_hh88,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
d209_hh0,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d71_hh246,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d34_hh3,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
d139_hh63,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d46_hh167,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0
d104_hh225,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d132_hh212,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
d93_hh11,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0
d47_hh239,1,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0
d205_hh179,0,1,0,1,0,0,0,1,0,0,1,0,0,2,0,0
d126_hh142,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d65_hh90,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d203_hh231,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
d33_hh134,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d191_hh178,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
d94_hh271,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1
d12_hh243,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d56_hh275,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d184_hh115,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d131_hh246,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
d117_hh154,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d181_hh219,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d20_hh182,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0
d204_hh185,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0
d62_hh77,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d8_hh152,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
d19_hh145,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d116_hh182,1,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0
d5_hh131,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d172_hh131,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d132_hh187,0,1,0,0,0,5,0,0,1,1,2,1,3,1,1,0
d91_hh112,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d137_hh62,0,1,0,1,0,0,0,1,0,0,1,0,0,2,0,0
d67_hh27,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d89_hh0,1,0,0,0,0,4,0,0,1,3,0,0,0,1,3,0
d17_hh63,0,1,0,0,0,4,0,0,1,0,2,1,3,0,1,0
d137_hh226,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d94_hh184,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0
d211_hh273,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
d158_hh146,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
d58_hh53,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d199_hh9,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0
d4_hh168,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d116_hh260,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0
d25_hh57,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0
d167_hh113,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d104_hh205,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d191_hh132,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d118_hh99,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0
d146_hh51,0,1,0,0,0,5,0,0,0,2,1,2,0,3,2,0
d197_hh185,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d105_hh150,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
d97_hh98,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d52_hh253,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d167_hh215,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0
d102_hh41,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d92_hh247,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d151_hh65,1,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0
d122_hh109,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d150_hh78,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
d105_hh272,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
d192_hh222,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0
d166_hh129,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d200_hh37,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0
d187_hh4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d5_hh56,0,1,0,1,0,0,1,0,1,0,0,0,0,2,0,0
d87_hh62,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
d159_hh37,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
d8_hh12,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0
d10_hh139,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d118_hh76,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d113_hh34,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d192_hh269,1,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0
d69_hh67,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2,0
d45_hh307,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0
d210_hh42,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d16_hh283,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0
d171_hh15,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d191_hh189,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0
d4_hh239,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0
d194_hh87,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0
d43_hh228,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0
d96_hh110,0,1,0,0,1,0,0,0,2,0,1,0,0,3,0,0
d39_hh102,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d60_hh215,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
d71_hh77,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
d66_hh126,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d150_hh160,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d66_hh173,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0
d6_hh224,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
d200_hh107,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0
d123_hh108,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d14_hh201,1,0,0,0,0,4,0,1,2,1,0,0,0,1,2,1
d31_hh142,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
d193_hh136,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d106_hh96,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d96_hh73,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d181_hh76,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d100_hh8,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d114_hh158,0,1,0,0,0,4,0,0,1,0,0,3,1,3,0,0
d27_hh97,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0
d107_hh139,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0
d174_hh190,0,1,0,1,0,0,0,0,0,1,1,0,2,0,0,0
d58_hh79,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0
d130_hh88,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0
d35_hh66,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
d115_hh32,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d212_hh138,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d125_hh93,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0
d164_hh89,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0
d141_hh144,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d36_hh255,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d205_hh139,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0
d92_hh251,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0
d59_hh251,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0
d90_hh223,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0
d89_hh187,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0
d79_hh107,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
d201_hh212,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
d122_hh52,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0
d193_hh108,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d140_hh241,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d33_hh111,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d142_hh22,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
d24_hh100,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0
d101_hh26,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d113_hh33,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d109_hh268,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0
d3_hh174,1,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d101_hh104,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0
d53_hh161,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d144_hh257,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0
d203_hh261,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
d52_hh94,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
d192_hh129,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d164_hh190,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d35_hh94,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d67_hh17,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d191_hh176,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d89_hh27,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d113_hh98,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d62_hh187,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0
d92_hh175,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d29_hh256,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d119_hh166,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d185_hh63,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1
d172_hh217,1,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0
d43_hh0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
d212_hh42,1,0,0,0,1,0,1,0,0,2,0,0,0,1,2,0
d47_hh229,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d22_hh142,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d23_hh266,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0
d38_hh194,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0
d183_hh182,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0
d83_hh14,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0
d158_hh96,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d156_hh179,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d96_hh252,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0
d10_hh265,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d8_hh29,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d101_hh159,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0
d151_hh76,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d172_hh247,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
d54_hh157,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0
d45_hh35,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d152_hh225,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
d198_hh162,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0
d43_hh230,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d148_hh13,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0
d51_hh166,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0
d119_hh60,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d199_hh209,0,1,0,0,1,0,0,0,2,0,1,0,1,1,1,0
d185_hh258,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
d49_hh166,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d13_hh190,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d200_hh240,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d168_hh127,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0
d63_hh248,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d157_hh42,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d69_hh104,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
d22_hh154,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d34_hh42,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d208_hh199,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d116_hh122,1,0,0,0,1,0,0,0,3,0,0,0,0,1,2,0
d144_hh126,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
d105_hh197,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0
d172_hh204,1,0,0,0,1,0,0,0,1,1,1,0,0,2,1,0
d164_hh239,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d166_hh20,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0
d208_hh57,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d176_hh122,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0
d31_hh35,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
d197_hh183,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0
d84_hh82,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d62_hh143,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
